2.5603087,-1.2444714,0.101531334,-2.1770556,-4.2236648,2.8651536,-4.7411075,-1.0362842,-4.9926877,-5.421171,-2.6445324,-6.1860723,-0.012024171,-5.0239635,-4.2972493,3.3312278,-10.348047,-4.4403257,-0.61342776,3.6607177
2.1588037,1.1272713,-4.1220784,-2.6776602,-4.3452053,-2.37465,-0.35933316,3.7014747,5.047483,-1.9613384,1.6004424,-9.756852,0.8157539,-2.67281,2.2942133,-6.1312356,-8.045019,-9.243307,-4.3409367,-8.147073
-3.4264112,-2.4510722,-0.7285986,-0.5058758,0.7410773,1.2668709,1.0379202,-0.69973046,-3.7494977,-2.8536503,-3.3113675,-5.891132,-2.4027786,-3.7482433,-6.8170547,-5.9337525,-9.534463,-3.1699731,-9.79764,-9.128618
-0.564042,0.6985458,1.6194414,1.7045529,-0.8632288,-3.7904394,2.8367107,0.17365983,1.992646,-5.115834,-2.6988344,1.2397202,-10.367758,-3.7193217,-5.5851107,-5.7581587,7.3868675,1.1202506,-1.9937183,1.8924874
-1.2109107,-0.79430985,-1.4959706,6.1000314,-0.39020947,-1.8855144,2.6053858,0.85744715,-0.85491,-4.593165,-3.0663912,0.21512942,3.1578698,-2.0063922,-8.467093,-7.823392,-6.217113,-6.303298,-8.477167,-9.2184
0.065283924,-0.70839334,2.1061838,1.4862596,1.2517409,-0.44824913,-0.073352665,-1.5198565,-0.46552444,-0.30267534,-2.196713,-2.7983491,-0.057255384,-1.681675,1.025888,-1.0987751,0.0109719075,-1.4810121,-5.7151546,-4.7962804
-2.0499635,0.03746574,1.034045,0.12246451,-0.6976851,7.658451,-5.401052,-1.6810892,-3.5900218,-4.1198034,-0.38179177,0.84373444,-0.28361383,-3.4682412,-1.016579,-4.309723,-16.233847,-7.889577,-9.760133,-5.812002
-1.273693,0.20346476,-0.25158796,-0.27547976,0.25403923,-0.5451977,1.2717907,-0.7381167,1.6176306,1.3958373,-1.470142,-1.8624252,-1.9944559,-0.9276132,0.5316753,0.33555868,-5.132125,4.554252,-1.778578,-1.8141592
-0.20706126,1.4087697,1.7536063,0.98542863,-0.56420225,-1.9543259,0.6153905,-0.53910756,-0.5393351,3.5783648,1.4910685,1.9602716,-1.5953828,1.5867218,3.3649828,1.7903928,0.96113765,-0.27898926,1.4566962,1.8222835
0.37371436,0.7065202,-7.0825825,-8.073042,-4.0712557,-5.0366254,-3.9211195,-3.1424212,2.3683527,-0.47727573,-3.2680824,3.0506866,-0.9943862,5.4717493,-4.382816,2.120382,5.4182754,-0.4118774,4.4248376,3.0338466
0.23918615,0.7026096,1.8378742,1.5844883,0.103274964,-1.22471,0.38913053,-0.3541862,-1.194402,0.12859055,0.7830801,0.66804975,-1.1566491,1.1007144,-0.76797515,3.5378938,-2.4063172,3.2598748,0.24538378,-0.32320258
-2.7407234,-1.9658372,0.21121344,-3.5520399,-4.787863,-5.5022645,-0.32276246,4.424834,-4.3146796,2.2135253,2.0999749,0.85991883,1.1915935,-6.9093304,-7.0422945,-6.83955,0.30807054,1.9923519,5.7285967,-1.3020918
-1.9040936,0.6565171,-0.83373034,-0.34189782,1.1636294,1.8909479,-0.06911932,0.5372422,-0.18123591,-3.923692,-2.7704465,-6.267329,-2.3998833,-3.9391496,-3.3157196,-1.3407354,-3.5320468,-0.036174614,-4.7613096,-4.8369117
0.21263564,-0.11905918,-1.8796599,-2.7857857,-3.8392694,-4.876452,1.5434257,-3.178895,-4.57494,4.4929748,7.172613,-3.5071867,0.35310957,-4.153133,-4.425645,-0.5168818,-6.882501,-4.0606604,-4.389514,-4.4630103
-0.46559516,1.1153711,-1.5926278,-0.48586822,0.7737455,1.5652409,0.796368,-2.0505278,-5.196129,-0.026332598,-4.5955763,-4.4509153,-5.673214,-0.22323571,1.4751842,-0.61496216,-5.699288,-1.2315642,-0.9405061,-1.209732
-0.67918336,-0.15752377,-0.0058746184,1.7934573,-0.25057167,-1.2329705,3.4091988,-1.3156568,-2.6847987,1.2153871,-1.0614334,-1.8355826,2.0256956,-0.49590656,-1.2691679,2.1718094,-3.444901,2.8394084,-0.8698747,-0.570403
-2.5231342,-1.6453583,-1.2110462,0.8582101,6.572608,-1.4483197,-2.7931514,-1.0127482,-0.09690721,2.3460615,-1.8711206,-3.5710962,3.2268403,3.68991,-3.2870774,0.9827023,-14.408677,-2.156478,-10.442181,-2.2622356
-1.6354593,-0.593262,0.0117974635,0.8404204,2.5870922,1.0168928,-1.6811842,-0.87657523,-2.4757628,-3.310357,-3.486206,-3.8674264,-2.8900013,-2.9890559,-3.2227073,-2.3286598,-4.9613037,-0.69107616,-3.8113682,-1.7471669
-0.42271298,-0.051797297,1.5429567,-1.4277856,3.49969,-3.2969415,1.3318051,-1.3839436,-5.1021132,-1.21845,0.2550525,-3.7843857,2.6333396,7.4337173,7.2013216,-5.3966374,-6.4699335,2.954839,3.929136,-7.016117
-0.37640128,0.06727774,1.0297276,1.2615855,-0.25615335,-2.208121,-1.4035671,0.05053796,-0.42683396,3.9864573,-0.25413153,-0.16749093,-0.36273974,0.32801965,3.8963299,2.5887434,-1.2380459,-0.11554509,-0.3850125,-1.3415505
-0.2247044,-0.69207716,-0.5379508,3.129022,1.9193928,-0.18585414,-1.2440577,-0.89586484,-4.093825,-1.9756868,-2.7594783,-2.2982545,-2.991872,-3.019233,-5.251688,-5.758346,-10.2136345,-2.0722115,-8.8623495,-8.266386
0.1554491,-0.1364395,-0.20465714,0.63925225,-1.4892926,1.660109,0.41805184,-1.0784065,-0.15942079,-0.6402833,-0.0673979,-1.8844186,-2.122855,-2.2741334,-5.083605,-0.021115635,-4.2181525,-1.1350865,6.9826665,-5.470617
-1.221386,0.61034614,0.7475899,1.8404105,0.86426,0.7152013,-0.77039367,-0.06879609,-2.473106,1.1859871,3.4784043,0.1995373,-3.0484035,1.4972076,-0.115104556,-1.0958639,-7.633808,-2.8708143,9.236935,-1.674001
-0.20804314,-0.7391822,5.427054,-0.398221,4.950784,-3.0356083,3.858886,0.63892305,-5.3562946,-2.434616,5.137199,5.525344,-1.2804227,-7.678853,-3.9039583,-8.25176,-1.9693419,-8.158561,-2.6904387,1.358462
-1.8329382,0.3545573,1.3575362,2.2485309,-0.2518394,0.7505338,-0.79429066,-1.9928485,-0.2231473,0.032106105,-1.1207811,-2.3769526,2.9625466,-1.9097272,-1.3472323,-2.694352,-13.323254,-3.5844862,-6.494955,-4.536721
-0.19301932,-1.3299325,1.6783355,-0.26190123,1.9533958,-0.4751133,0.21112595,-0.042299025,-0.14084801,1.4297417,-0.6623584,-0.882343,2.6500747,-2.0581565,-1.5899694,-1.3413498,-1.7820892,-1.1534157,-1.4537699,1.7839926
-0.87443936,-0.56767505,0.5225877,-0.715816,-1.967407,-1.1982627,0.679362,-2.2652402,-0.49303576,0.51580054,-1.7412887,-2.2330153,1.0688572,0.20111422,4.6554003,-0.10560109,-2.2473617,3.5861433,0.18227069,-1.3439065
0.34153697,-0.38211834,0.011094303,1.3528837,1.3597708,-0.060392506,0.7459539,0.10378212,-1.705205,2.556957,0.9010126,0.18296793,-1.5191964,0.8332556,1.2135653,1.8478041,-1.4650922,-1.6336837,1.5817287,0.0016038591
0.1329255,0.28928152,-0.44299173,-2.478679,-2.1526964,-4.7780375,2.6579416,3.4906108,-1.8352966,-2.400996,-4.927248,-3.1345356,3.984415,-0.53695446,4.0567794,-8.0597725,-1.2195394,-2.2524507,-3.2928355,-9.050882
-6.8949986,-6.1974435,-11.642169,-6.143575,-15.478907,-13.189769,-8.895056,-8.550517,-6.522569,-4.4608274,-3.5123472,-1.7302424,-0.13492863,-2.5440786,-2.0093398,-1.6440973,-5.227184,-3.0981038,-8.951107,-10.633922
-2.5883725,0.8974405,-0.4455966,0.8948688,0.29909182,0.85837424,0.004228027,0.2574665,-2.7732067,-1.0340776,-2.5017662,-5.8946896,-4.7535486,-3.4358964,-4.134348,-3.082156,-8.52207,1.8606457,-4.0853415,-5.2033925
-0.80234474,0.3475898,1.5877581,0.5035675,1.2986594,-2.2587354,-1.697899,-0.19129294,-1.3846028,0.43755463,0.75381476,-2.3488095,-0.8855498,-1.3358948,-0.47119606,-0.6790085,-5.7185783,-0.96601856,-2.176492,-3.8983936
-3.25842,2.2276876,1.819276,-1.241673,-1.590604,0.7651056,-1.9792703,-3.9265916,-8.374072,-4.934687,-7.232609,-4.3588343,-2.1599166,-6.6784477,-3.1919632,-7.476277,-12.152484,-5.584463,-14.180067,-11.740576
-2.040892,-0.3759781,-0.7679063,1.0221348,0.1933677,-1.0345327,-0.9665991,0.78106534,-2.865921,-2.0464015,-5.0874133,-6.8509398,5.027881,-6.709988,-5.092074,-0.6488163,-14.331768,-4.6908984,-1.9657198,-3.89551
-0.5686906,1.0615114,1.4944966,-0.119894914,-1.9311833,-4.880197,-0.8456584,-1.321798,-1.2114273,5.2904873,-1.3047978,8.156296,0.7338245,-1.3483274,-2.8215356,3.8803601,-0.6417803,-0.32391578,-1.7530959,-0.64008546
-0.87231976,0.098490186,1.2706472,1.6221176,-2.8915362,3.6108518,-6.770312,-2.2060027,1.672491,3.753167,-0.5978784,-0.757789,1.7652833,-2.2558694,-4.6130157,-3.795427,-5.8631716,-1.5887777,-7.155729,0.1775253
-0.8154234,0.89662945,1.6550176,1.8286103,-3.0165834,-3.020758,-0.47555283,-1.148541,-6.88673,5.2866373,-0.2608597,-3.5133045,-5.216451,-0.19777629,3.7183976,-1.4260267,4.59237,-3.6081693,-2.5793214,5.52561
-0.15226535,0.30910638,1.8092371,0.5459756,-0.21729162,-0.3720734,0.41459444,-1.080768,0.5165332,3.7628915,-1.4523062,6.1468844,-2.1803274,-1.104718,0.15955047,6.267062,-1.2429068,-1.3780012,-0.35665494,-2.1176982
-0.3229553,0.7791736,1.0933082,2.727752,2.9320714,1.1007861,0.1626271,0.4722973,-0.75436777,2.5099325,0.23738988,-3.6169422,-2.6335843,-0.06616023,-0.7651547,-0.34699583,-4.1139402,-3.8276906,-2.9666052,-1.2726377
1.7724357,1.0204916,4.494873,1.5197357,-2.6581316,5.1905413,-2.4588857,-2.2620215,-2.4752421,-3.5971355,-1.9289919,-3.716953,-0.21462384,-3.1826634,0.38099,5.1821337,-5.3836575,-1.3626496,-2.017185,-1.0126663
0.39522758,1.262164,-0.124501094,-1.8247937,-1.812356,-4.5544057,3.7635617,-1.4613922,0.029712038,-0.6385719,-3.733942,-4.816469,-6.0678487,-3.7100577,4.693647,2.9278383,-5.0086546,-4.2360473,-0.22368136,-2.7707608
-2.4539547,-0.122352056,0.52995896,0.520523,0.6679341,-4.1757,6.6318645,0.7167519,0.6261668,-5.1306067,-3.2923884,-5.076216,4.362577,-6.7688265,-4.9571185,-4.31155,-17.130442,-1.644311,-2.1289012,-6.9601917
-0.9959866,-0.3991583,1.5452,1.0362657,0.2716615,-2.4053988,-0.23875543,-0.7433998,-1.7922008,3.0669715,-0.3754442,-2.8602388,0.95790905,-2.322461,6.0328298,7.1362944,0.9031711,-2.1899931,-0.6949176,-3.7245202
-1.2569073,-0.40643558,0.8003909,-0.5864848,1.5937808,-0.9871796,-3.265806,-2.2626667,-1.308628,1.6384542,-3.7606504,-0.13882351,-2.554438,-5.251894,-0.94127905,2.4078531,-4.3238277,8.139548,-0.46662816,-3.6546845
-0.4250512,0.9685807,0.17003414,3.1029282,0.6878033,-3.20712,-0.60062516,0.3305711,-1.0172414,4.912887,0.21975756,-0.3388871,1.633261,-1.9595268,-3.5378857,-2.2902253,-3.4370146,-0.8359702,0.771862,2.1936677
1.2265993,-1.498977,-2.0399458,-2.0588837,2.4445715,-3.3257313,0.30521372,-1.7872945,-5.111848,-2.1080194,-8.147509,-5.452128,-4.445735,-1.9425018,-5.9025784,-5.539981,-3.0889313,3.9504445,-5.3382754,-0.9071786
